product_name,overall_rating,no_ratings,no_reviews,rating,title,review
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,mind-blowing purchase,"great laptop. very good performance, battery life and look and feel. very happy with my purchase"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,terrific,superb 😍
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,mind-blowing purchase,best powerful machine in all aspects
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,mind-blowing purchase,just love how apple is in their own league!!
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,highly recommended,this is the first macbook i ever have. and i must say no one can match apple product.
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,brilliant,product is nice but price droped by 6k after purchasing so feels a bit dispointed.
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,worth every penny,worth every penny u spend
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,brilliant,its very good product.
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,terrific purchase,"my first macbook and also my first laptop. first i thought of buying a windows laptop as macbooks are way more expensive. but during the sale i bought it at 73k which is a steal deal. i am a college student and mainly bought it for coding, streaming videos and movies and also for some editing tasks.

i would like to tell you if you are not a gamer this is one of the best laptops you can have in this price range. loved the design, the colour, the sound , the display, the battery backup and al...
read more"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,must buy!,"a good power pack laptop to go with,"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,wonderful,"this is my first macbook...was using windows since 3rd grade ...both are different but macos feels so smooth and optimised.

as soon as i setted it up ... i got one update... offcourse i updated my mac.

i am loving this product... especially the screen corners are so thin with least bezels..
battery life is amazing...used moderately for 1 day.. discharged 50 %"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,excellent,first mac and it works like a beast
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,super!,this is the best in my entire life . such a human machine it is and 😀🎉
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,simply awesome,perfect one for office workers
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,classy product,this is a great device as a personal laptop or work machine. the full hd camera is a welcome addition. 6 month m365 subscription is free with this machine and that is a good add-on benefit. the small notch around the camera in the top middle of the screen is pretty neatly integrated and does not disturb. the build quality is fantastic and form factor is perfect to hold and operate.
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,highly recommended,"just got the product, while detailed review will updated after couple of months usage.
from initial usage it's the best laptop i have used in my career"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,wonderful,very nice
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,4,delightful,good for business work
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,4,wonderful,good
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,using mac after being a windows user for almost 13 years.,"i have been using windows for the past 13-odd years. although i am a huge apple fan and hence decided to buy this machine. i am writing this review after 1 month of usage.

the performance it delivers is just unmatched. on practical usage, it can easily beat the high-end windows laptops. you are gonna love it from the moment you unbox it and would kinda wanna eat it once it falls in your hands.

the apple silicon laptops really over-deliver than their on-paper specs. if it fits your budget...
read more"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,great product,superb
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,simply awesome,very nice product
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,perfect product!,"this is my first macbook air with m2 chip.
space grey color.
overall performance is very good.
battery is good.
display is superb.
finally i owned my mac.

but i need laptop bag."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,classy product,"first time i have used macbook after windows and i would say i can't use windows again.beautiful display with amazing sound (specially dolby atmos feature) performance of laptop is far better than windows top notch model laptops.

flipkart delivery was worst part in this purchase.i have got this laptop 10 days after placing order and after making so much efforts.but overall i am satisfied with my purchase."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,terrific,"the macbook air m2 is apple's latest addition to its renowned lineup of ultraportable laptops, and it certainly has a lot to offer. with its sleek design, remarkable m2 chip, and impressive battery life, it's a compelling choice for many users. however, it's not without its downsides.

**pros:**

1. **stunning design:** the macbook air m2 maintains the iconic, slim, and lightweight design that apple is known for. it's an absolute head-turner with its aluminum chassis.

2. **m2 chip performanc...
read more"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,highly recommended,just go for it. performance and beauty is really amazing. 😻
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,super!,design and build quality is excellent🤩... performance is good enough for most users🙃... handles day to day tasks with ease😉... battery life is mind benging😅... overall bang for the buck😎
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,4,very good,nice experience with mac
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,perfect product!,"just as expected,awesome!"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,highly recommended,"i'm reviewing after 2 months, honestly i assure that i have used many laptops but this is the most experience ever. literally m2's have crucial or beast performance no doubt. it's feel like butter on a hot pan, and i suggest if you purchase m2 you should be go for the starlight colour seriously colour is very unique."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,must buy!,expensive but amazing! 🤯
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,must buy!,awesome ✨❤️
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,4,wonderful,expected better. has hinge problem
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,fabulous!,"2 weeks review, product is very optimal in performance, price a bit high but overall product satisfaction is always there when ever u purchase an apple product, would take time to get used to its apps those who r used to working on windows like i am. good buy 👍"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,brilliant,"amazing display, battery and performance is super efficient, best product at a best price with the credit card discount.

lastly the new starlight colour just looks 😍 fantastic..."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,4,nice product,well i am a software developer. the laptop heats up really quickly. and once it does the device starts to lag
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,classy product,"awesome battery backup, performance wise no complaints , slick design and loved the midnight colour.... although it's a fingerprint magnet

delivery experience was very good"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,best in the market!,"best machine
super slim
superb battery backup
superb performance
superb display
premium design
nice packaging
100% genuine
far better than windows laptp"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,highly recommended,blindly go for macbook if your budget allows. no other laptop can provide this quality and premiumness
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,excellent,prefect product and perfect price. i bought this mac for 78k in big billion days. i have been using this for 3 days now. it is working properly and had no starches. it's perfectly original and the packaging was also good. really satisfied.
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,awesome,most powerful laptop out there.
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,4,good quality product,i ordered macbook air - 8gb ram and 512gb storage. i am happy with this product. it's expensive but it is valuable product and worth to have it. i am also happy with flipkart services. i received it within 3 days. i recommended to buy this kind of expensive product from flipkart as well.
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,best in the market!,"the deep midnight color is striking and adds a touch of elegance. the viewing experience is truly remarkable, providing vivid and immersive visuals. it's suitable for standard video and photo editing tasks. however, for users engaging in intensive video editing, it is advisable to choose the 512gb storage option due to the slower ssd speed of the 256gb model. overall, considering the features and performance at this price point, it's a compelling deal."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,classy product,"first time i have purchased a apple macbook and i am fully satisfied with the product, the design and looks of this are insane and just loves the product very much and the midnight colour is awesome, definitely value for money."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,awesome,just moved from my old macbook air to m2 air. overall the laptop is fast and capable of doing all the tasks required. battery backup is very good. overall happy with the purchase.
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,terrific purchase,"the product is osm, you can go with this without any hesitation
i am writing the review almost purchasing after 2 months.
display and design 10/10
speaker and camera 10/10
performance and build quality 10/10
battery backup 10/10 unbelievable

i am very happy to purchase this and using this very smoothly no lagging any type i am work this macbook almost 15 hours per day office purpose very very nice choice and i am running the coding apps on the mac till now no lagging seen. it is working ve...
read more"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,awesome,"it's my first macbook. it was totally a different feeling to own it. right from its aesthetic finish look to its performance... all r just amazing. silver macbook has different royalty and classic touch. the sleek design and light weight makes it to carry wherever and whenever. the m2 chip does the work. the transfers and downloads were way faster. the battery life is fine... camera is great... overall, if u really want to shift from windows to macos then just go for it. apart from the cost,...
read more"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,super!,"so beautiful,so elegant,just looking like a wow, starlight colour wow😍"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,perfect product!,"the macbook air m2 truly sets a new standard in performance and portability. powered by the impressive m2 chip, it effortlessly handles demanding tasks while maintaining remarkable speed and efficiency. the sleek design, lightweight build, and vibrant retina display make it a joy to use on the go. with its exceptional battery life and immersive audio, the macbook air m2 offers an unparalleled experience for both work and entertainment. it's a remarkable laptop that perfectly balances power an...
read more"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,3,fair,just a hype.
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,4,delightful,"it's a excellent choice, specially if you are buying it for work, free lancing and to learn new skills, it is great in both performance and battery in this price. absolutely buy it. giving it a 4 star as the piece i got has a little tight hinge and it won't open single handedly, which doesn't give a good impression, and i can't even return it now and have to go apple service centre, but be real everybody doesn't have time to waste a whole day for this problem."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,4,very good,very good battery 🔋 and performance
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,super!,good
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,must buy!,"happy with the delivery; got it early in the same day, although expected was 3 days from the order.

thought to buy asus oled additionally but it very much matches that quality and punchiness in colors!"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,best in the market!,"review after 1 week
performance 10/10
display 10/10
easier to use
light weight like we hold a book in hand 👌
happy with the product and installation speed as well as top notch on transferring data.
my first macbook after windows..."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,super!,"shifted from windows to macos after using windows till date. takes a little time to get used to the new os. but oh boy!
-its fast, smooth, light weight, super portable and a delight to work with.
- display is amazing
- speakers are loud
- no heating issues
- the biggest highlight is the battery backup - runs well for a good 15-18 hrs on normal work usage
- keyboard is fantastic, crisp, firm

the only negatives:
- the midnight color is a fingerprint magnet
- port selection is super limited"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,just wow!,excellent 👌😉
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,classy product,"best laptop in this price (73k in big billion day sale)

pros:
thinner and lighter
liquid retina display
good 1080p webcam
fastest m2 chip
long battery life (lasts more than a day)
no fan noise
smooth mac os
loud and clear audio quality

features missing in this price range:
touch screen
oled display
atleast 512 gb storage
refresh rate (atleast 90hz)
fast charging
tablet mode"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,perfect product!,"if you need a laptop for parsonal uses , editing, coding, and much more at the best price range,
not for gaming, if you play smaller game like 200mb the machine gonna too hot 🔥 if you are not a gamer then go for it..."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,simply awesome,"very good performance and battery life. coming from windows some things i like while somethings i hate.
but from the machine perspective value for money. not for gamers."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,fabulous!,"best in class
display is just awesome crisp images
sound quality very good
fast charging also magsafe
m2 chip best
starlight colour loved it
expensive but apple is apple"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,mind-blowing purchase,"the item is outstanding, but the delivery was delayed due to ekart logistics."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,high performance machine !!,"performance of mac is much superior as compared to any windows machine. if you are concerned w.r.t productivity and efficiency of your efforts on laptop, choose macbook.

for my needs, m2 gives most value for money.

caution - beware of the fact that if you are switching from windows ecosystem, you will need to put spend substantial efforts in first 2-3 weeks to learn mac commands and shortcuts."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,must buy!,best laptop in 67k
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,wonderful,you can go for it without even thinking twice. definitely worth the price.
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,classy product,"no need to tell it's apple
good as al"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,just wow!,the macbook is brilliant
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,excellent,great...
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,perfect product!,"the best product and building quality is superb, no matter for the usage if u r a windows user and planning to buy mac."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,simply awesome,"this laptop is great and best for students and programmers.

a lot of people will tell you that you can't install cracked apps but there are lots of options.

the battery is best no laptop comes close to it in terms of battery.

the keyboard and trackpad are the best that i have ever uses in any laptop especially the keyboard that is spot on the backlit is the best among all the laptops.

coming to performance m2 chip will handle anything you throw at it but to mention m2 chip has slower ssd ...
read more"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,fabulous!,"this macbook is a fine wine ..
go for it without any second thought.. 💗♾️🍷"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,perfect product!,"used for 2 months
pros:
1.performance is really good but 8gb ram will not be enough if you're doing video editing
2.battery life is absolutely amazing
3. this was my first macos experience and i can say that windows is better. there are some things that macos does better but it's not enough
4. i've played some games only a few. not for gaming
5. display , build, keyboard, touchpad , webcam and speakers are all very good
cons:
1. it's very expensive just for an additional 256gb or 8gb ram
...
read more"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,fabulous!,just phenomenal. my words can't describe this machine.
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,must buy!,loved it❤️
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,brilliant,"been waiting to buy a macbook since m1 lunch, but finally bought air m2 because of bbd in flipkart. i got it at an unbelievable price. but i was a little disappointed with the delivery as it got delivered after 4 days after it came out for delivery.

i think i don't need to talk anything about macbook air m2 performance, it's literally awesome and no window laptop can beat it's battery."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,worth every penny,totally satisfied with this powerful machine. ✨
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,worth every penny,"just one word
awesome 😊"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,4,wonderful,"i bought this mac bcz i wanted to buy a mac! using it for last 1 week, initial impression is great. will update the review in future i get spare time."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,4,value-for-money,i have used it for almost a year and my experience was great.
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,4,worth the money,"got it in bbd, it's an amazing machine working so good, got a good deal... thanks flipkart 😎"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,4,good choice,there is no need to review this product as when it comes to apple it gives you the best and premium feel. though the macbook is good the only disadvantage is the storage issue as it doesn't provide greater storage capacity.
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,terrific,great laptop value for money.
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,perfect product!,"apple macbook air m2 is my first laptop and i don't even need to elaborate on the quality and user friendliness of apple devices. they always set the bar high when it comes to attention to detail like multiple device integration in the apple ecosystem. no other company till now has been able to accomplish this feat so efficiently. everything is so seamless that we are in awe of apple products. no doubt these are premium and costly devices but we get our money's worth over a long duration of t...
read more"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,fabulous!,"its a light weight powerful machine which is smooth and has zero lags.
the keypad quality is good.
midnight black color looks very elegant."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,excellent,nice
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,terrific,i bought the product during bbd 2023 at a good offer price. i am a first time mac user and got fascinated with the design and build quality of the macbook. i feel like and excellent purchase.
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,wonderful,"good product ,battery backup also good"
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,5,terrific purchase,"overall a product that never disappoints. the only thing that u don't like in this black colour is a fingerprint magnet every time you touch it, it gets full of fingerprints."
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,4,very good,premium and good performance
apple macbook air apple m2 - (8 gb/256 gb ssd/mac os monterey)...,4.7,15210,900,3,good,the hinge is too tight and it will open 10mm automatically after close
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,4,value-for-money,"almost good performance, design but touch pad and battery back up not good."
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,must buy!,"changing the feedback after almost a month. in the start battery didn't even lasted for more than 30 mins. when i complained to hp customer support, they sent their engineer and a new battery was installed without any problem. now it's working great. great laptop and also great experience provided by customer service of hp."
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,4,nice product,amazing one
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,worth every penny,"if it fits in your budget, then you have to stop searching and go for it. the best delivery from hp pavilion."
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,classy product,good for administrative work
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,wonderful,"i m writing review after using one month.
very good product from hp and very smooth
performance i m fully satisfied with this laptop thaks flipkart for safe delivery"
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,must buy!,"very good laptop and value for money. delivery was very fast, thanks a lot to flipkart."
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,terrific,the product is stilish and worth of cost
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,awesome,"nice loptop.
design is good.
performance is also good.
battery pack up is less and needed to improve.
hp laptop is good for students and coding students.
value for money.
satisfied."
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,3,good,"battery backup very low only 2 to 3 hours
display qulity not good
fan sound very high
over heat issue"
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,fabulous!,best gift for my daughter value of money
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,4,very good,"amazing product from hp...
value for money💰👍."
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,4,wonderful,"got at good price of this configuration.
pros- very light and slim. looks nice, sound is awesome.. processor wise fast, design looks great.
cons-resolution is not satisfactory. battery gets down very fast.
overall value for money product. happy wid it, hope for long lasting service..."
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,mind-blowing purchase,battery backup need to improve ...rest all stunning performance at this range
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,4,good quality product,it's a good laptop but i would suggest to go for a latest upgrade in this price range. i got it at 58k.
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,4,very good,cool professional one!!
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,4,value-for-money,don't meet my expectations for battery backup.
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,highly recommended,"good one as per the price range. you can find other laptops as well with the same pricing and advanced features but hp gives you that brand value and assurance. go for it, if you are not an extensive user and need a light and stable well built product."
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,fabulous!,good product for office use. highly satisfied. it comes with backlit... very sim
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,great product,good
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,4,nice product,"laptop is ok value for money , but battery backup is less and display average"
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,mind-blowing purchase,it was good purchase
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,3,good,it heats up even with running simple apps. battery drains up quickly. however processor is fast. design looks good.
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,4,good quality product,"initial experience was gud

will post after 1mnth usage

got 39990 in bbd"
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,4,value-for-money,nice look ... affordable price... smooth functioning
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,4,good quality product,ok
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,brilliant,awesome product 👌 love it
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,super!,very nice product
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,super!,👍 nice laptop
hp backlit intel core i5 12th gen 1235u - (8 gb/512 gb ssd/win...,4.2,5248,272,5,best in the market!,nice working
dell inspiron 3520 intel core i3 12th gen 1215u - (8 gb/512 gb...,4.2,3899,279,5,awesome,"review after 3days:
1. excellent display for this budget.
2. performance is good too.
3. the only con i noticed is the battery, battery backup is only 3-4 hours only."
dell inspiron 3520 intel core i3 12th gen 1215u - (8 gb/512 gb...,4.2,3899,279,5,mind-blowing purchase,excellent product look wise and performance wise superb product you can use for office and student and business purpose best laptop at these price
dell inspiron 3520 intel core i3 12th gen 1215u - (8 gb/512 gb...,4.2,3899,279,5,highly recommended,the laptop is really good. but i am bit confused as some of the reviews says it has baclit keyboard. this feature is not available in this model.
dell inspiron 3520 intel core i3 12th gen 1215u - (8 gb/512 gb...,4.2,3899,279,4,worth the money,awesome machine but battery disappointed 😞
dell inspiron 3520 intel core i3 12th gen 1215u - (8 gb/512 gb...,4.2,3899,279,5,highly recommended,"i purchased this laptop on june 08...
now its june 15 .. it working fine
i am purchasing this for coding..
simple work run smoothly
but streaming or gaming it cause little bit heating...
overall its very good laptop..

after reading so many reviews , i didn't like to buy this but i give it a try and it works fine...
thank you dell and flipcart ...."
dell inspiron 3520 intel core i3 12th gen 1215u - (8 gb/512 gb...,4.2,3899,279,5,terrific purchase,nice everything is best this price range 👍and angel view is very good 😊.
dell inspiron 3520 intel core i3 12th gen 1215u - (8 gb/512 gb...,4.2,3899,279,5,brilliant,it's nice and good product 👍
dell inspiron 3520 intel core i3 12th gen 1215u - (8 gb/512 gb...,4.2,3899,279,5,mind-blowing purchase,"good product💙💙
i love is product 🥰🥰🥰"
dell inspiron 3520 intel core i3 12th gen 1215u - (8 gb/512 gb...,4.2,3899,279,4,value-for-money,overall good product in this price range.only need for improvement battery.
dell inspiron 3520 intel core i3 12th gen 1215u - (8 gb/512 gb...,4.2,3899,279,4,delightful,design is not good because flap is touching to surface and its always take the load when its open and close and due to design air flow is not going to back side it will be flow towards upside. display quality is very good and power backup is 5 hour when official work and 3 hour approx when multiple application and during watching movies.
dell inspiron 3520 intel core i3 12th gen 1215u - (8 gb/512 gb...,4.2,3899,279,3,decent product,good 👍
dell inspiron 3520 intel core i3 12th gen 1215u - (8 gb/512 gb...,4.2,3899,279,5,excellent,very gud
